BEGIN	1757694285.822118
EXEC	/work1/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/build	/usr/bin/cmake --install /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/build
0.0	-- Install configuration: "Release"
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand/hiprand_kernel.h
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand/hiprand_kernel_nvcc.h
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand/hiprand_nvcc.h
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand/hiprand_kernel_rocm.h
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand/hiprand.hpp
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand/hiprand_mtgp32_host.h
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand/hiprand_rocm.h
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand/hiprand.h
0.0	-- Up-to-date: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include
0.0	-- Up-to-date: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/include/hiprand/hiprand_version.h
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/lib/libhiprand.so.1.1
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/lib/libhiprand.so.1
0.0	-- Set non-toolchain portion of runtime path of "/work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/lib/libhiprand.so.1.1" to "$ORIGIN/rocm_sysdeps/lib:$ORIGIN/llvm/lib:$ORIGIN"
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/lib/libhiprand.so
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/lib/cmake/hiprand/hiprand-fortran-config.cmake
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/lib/cmake/hiprand/hiprand-targets.cmake
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/lib/cmake/hiprand/hiprand-targets-release.cmake
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/lib/cmake/hiprand/hiprand-config.cmake
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/lib/cmake/hiprand/hiprand-config-version.cmake
0.0	-- Installing: /work/grodgers/git/tr-aomp/TheRock/build/math-libs/hipRAND/stage/share/doc/hiprand/LICENSE.md
END	1757694285.8441167	0.02199864387512207	0
