BEGIN	1757694022.6695163
EXEC	/work1/grodgers/git/tr-aomp/TheRock/build/compiler/hipify/build	/usr/bin/cmake -E env --unset=ROCM_PATH --unset=ROCM_DIR --unset=HIP_PATH --unset=HIP_DIR -- /usr/bin/cmake -GNinja -B/work/grodgers/git/tr-aomp/TheRock/build/compiler/hipify/build -S/work/grodgers/git/tr-aomp/TheRock/compiler/hipify -DCMAKE_BUILD_TYPE=Release -DCMAKE_INSTALL_PREFIX=/work/grodgers/git/tr-aomp/TheRock/build/compiler/hipify/stage -DTHEROCK_STAGE_INSTALL_ROOT=/work/grodgers/git/tr-aomp/TheRock/build/compiler/hipify/stage -DCMAKE_TOOLCHAIN_FILE=/work/grodgers/git/tr-aomp/TheRock/build/compiler/hipify/_toolchain.cmake -DCMAKE_PROJECT_TOP_LEVEL_INCLUDES=/work/grodgers/git/tr-aomp/TheRock/build/compiler/hipify/_init.cmake -DHIPIFY_INSTALL_CLANG_HEADERS=OFF
0.0	-- Sub-project PKG_CONFIG_PATH: /work/grodgers/git/tr-aomp/TheRock/build/third-party/sysdeps/linux/zlib/build/stage/lib/rocm_sysdeps/lib/pkgconfig:/work/grodgers/git/tr-aomp/TheRock/build/third-party/sysdeps/linux/zstd/build/stage/lib/rocm_sysdeps/lib/pkgconfig:
0.0	-- Resolving packages from super-project: ZLIB;zstd;AMDDeviceLibs;Clang;LLD;LLVM;ROCmCMakeBuildTools;ROCM
0.1	-- The C compiler identification is GNU 13.3.0
0.1	-- The CXX compiler identification is GNU 13.3.0
0.2	-- Detecting C compiler ABI info
0.3	-- Detecting C compiler ABI info - done
0.3	-- Check for working C compiler: /usr/bin/cc - skipped
0.3	-- Detecting C compile features
0.3	-- Detecting C compile features - done
0.3	-- Detecting CXX compiler ABI info
0.4	-- Detecting CXX compiler ABI info - done
0.4	-- Check for working CXX compiler: /usr/bin/c++ - skipped
0.4	-- Detecting CXX compile features
0.4	-- Detecting CXX compile features - done
0.4	-- HIPIFY config:
0.4	--    - Build hipify-clang    : ON
0.4	--    - Test hipify-clang     : OFF
0.4	--    - Is part of HIP SDK    : OFF
0.4	--    - Install clang headers : OFF
0.4	-- Resolving super-project find_package(Clang REQUIRED CONFIG BYPASS_PROVIDER NO_DEFAULT_PATH PATHS /work/grodgers/git/tr-aomp/TheRock/build/compiler/amd-llvm/dist/lib/llvm/lib/cmake/clang)
0.4	-- Resolving super-project find_package(LLVM 22.0.6 EXACT REQUIRED CONFIG BYPASS_PROVIDER NO_DEFAULT_PATH PATHS /work/grodgers/git/tr-aomp/TheRock/build/compiler/amd-llvm/dist/lib/llvm/lib/cmake/llvm)
0.4	-- Resolving system find_package(LibEdit) (not found in super-project ZLIB;zstd;AMDDeviceLibs;Clang;LLD;LLVM;ROCmCMakeBuildTools;ROCM)
0.5	-- Resolving system find_package(PkgConfig) (not found in super-project ZLIB;zstd;AMDDeviceLibs;Clang;LLD;LLVM;ROCmCMakeBuildTools;ROCM)
0.6	-- Looking for histedit.h
0.6	-- Looking for histedit.h - found
