BEGIN	1757694147.1005542
EXEC	/work1/grodgers/git/tr-aomp/TheRock/build/math-libs/BLAS/rocRoller/build	/usr/bin/cmake -E env --unset=ROCM_PATH --unset=ROCM_DIR --unset=HIP_PATH --unset=HIP_DIR -- /usr/bin/cmake --build /work/grodgers/git/tr-aomp/TheRock/build/math-libs/BLAS/rocRoller/build
0.0	[1/243] cd /work/grodgers/git/tr-aomp/TheRock/build/math-libs/BLAS/rocRoller/build && /usr/bin/cmake -E rm -f /work/grodgers/git/tr-aomp/TheRock/build/math-libs/BLAS/rocRoller/stamp/stage.stamp
0.4	[2/243] Building CXX object GPUArchitectureGenerator/CMakeFiles/GPUArchitectureGenerator.dir/__/lib/source/DataTypes_F6_Utils.cpp.o
0.6	[3/243] Building CXX object GPUArchitectureGenerator/CMakeFiles/GPUArchitectureGenerator.dir/__/lib/source/DataTypes_BF16_Utils.cpp.o
0.6	[4/243] Building CXX object GPUArchitectureGenerator/CMakeFiles/isa-spec-manager.dir/isa_spec_manager/tinyxml2.cpp.o
0.7	[5/243] Building CXX object GPUArchitectureGenerator/CMakeFiles/isa-spec-manager.dir/isa_spec_manager/amdisa_utility.cpp.o
1.2	[6/243] Building CXX object lib/source/CMakeFiles/rocroller-no-rtti.dir/Utilities/ReadELF.cpp.o
1.2	[7/243] Building CXX object GPUArchitectureGenerator/CMakeFiles/GPUArchitectureGenerator.dir/__/lib/source/Timer.cpp.o
2.1	[8/243] Building CXX object GPUArchitectureGenerator/CMakeFiles/GPUArchitectureGenerator.dir/__/lib/source/DataTypes_F8_Utils.cpp.o
2.3	[9/243] Building CXX object GPUArchitectureGenerator/CMakeFiles/isa-spec-manager.dir/isa_spec_manager/isa_xml_reader.cpp.o
2.3	[10/243] Building CXX object GPUArchitectureGenerator/CMakeFiles/GPUArchitectureGenerator.dir/__/lib/source/Assemblers/Assembler.cpp.o
3.1	[11/243] Building CXX object GPUArchitectureGenerator/CMakeFiles/GPUArchitectureGenerator.dir/__/lib/source/Utilities/Settings.cpp.o
